,Row_ID,Game_ID,Team,Player_ID,Number,Name,Min,FGM,FGA,FG%,2ptsM,2ptsA,2pts%,3ptsM,3ptsA,3pts%,FTM,FTA,FT%,ORebs,DRebs,Rebs,As,PF,To,Stl,Blks,Pts,y
12775,297959,347_12_04,PANAMA,0,TOTALS,PANAMA,200,22,63,34.9,18,49,36.7,4,14,28.6,12,16,75.0,12,24,36,10,15,17,6,5,60,0
12776,297972,347_12_05,VIRGIN ISLANDS,0,TOTALS,VIRGIN ISLANDS,200,25,83,30.1,20,63,31.7,5,20,25.0,9,13,69.2,22,24,46,10,21,10,7,4,64,0
12777,297985,347_12_05,JAMAICA,0,TOTALS,JAMAICA,200,26,60,43.3,21,47,44.7,5,13,38.5,23,28,82.1,13,37,50,9,14,15,5,4,80,1
12778,297998,347_12_06,NICARAGUA,0,TOTALS,NICARAGUA,200,17,63,27.0,12,41,29.3,5,22,22.7,8,12,66.7,9,29,38,12,21,17,6,2,47,0
12779,298011,347_12_06,CUBA,0,TOTALS,CUBA,200,27,60,45.0,18,40,45.0,9,20,45.0,17,25,68.0,9,39,48,19,10,13,9,1,80,1
12780,298024,347_12_07,DOMINICAN REPUBLIC,0,TOTALS,DOMINICAN REPUBLIC,200,30,60,50.0,24,42,57.1,6,18,33.3,19,29,65.5,12,36,48,18,15,13,5,4,85,1
12781,298037,347_12_07,MEXICO,0,TOTALS,MEXICO,200,26,68,38.2,16,38,42.1,10,30,33.3,5,7,71.4,7,20,27,14,25,14,7,1,67,0
12782,298050,347_12_08,BAHAMAS,0,TOTALS,BAHAMAS,200,26,72,36.1,25,55,45.5,1,17,5.9,18,35,51.4,19,24,43,10,24,18,8,3,71,0
12783,298063,347_12_08,PUERTO RICO,0,TOTALS,PUERTO RICO,200,29,63,46.0,22,38,57.9,7,25,28.0,23,33,69.7,13,33,46,24,26,17,9,3,88,1
12784,298076,347_12_09,COSTA RICA,0,TOTALS,COSTA RICA,200,22,60,36.7,17,44,38.6,5,16,31.2,15,28,53.6,6,23,29,10,19,11,11,0,64,0
12785,298089,347_12_09,VIRGIN ISLANDS,0,TOTALS,VIRGIN ISLANDS,200,35,67,52.2,31,52,59.6,4,15,26.7,18,23,78.3,12,37,49,21,21,17,7,1,92,1
12786,298101,347_12_10,PANAMA,0,TOTALS,PANAMA,200,26,57,45.6,21,40,52.5,5,17,29.4,21,30,70.0,13,38,51,11,16,15,3,1,78,1
12787,298114,347_12_10,BAHAMAS,0,TOTALS,BAHAMAS,200,26,78,33.3,18,49,36.7,8,29,27.6,10,18,55.6,18,24,42,15,25,6,9,1,70,0
12788,298127,347_12_11,JAMAICA,0,TOTALS,JAMAICA,200,26,63,41.3,23,49,46.9,3,14,21.4,9,14,64.3,8,22,30,7,16,10,5,4,64,0
12789,298140,347_12_11,DOMINICAN REPUBLIC,0,TOTALS,DOMINICAN REPUBLIC,200,29,61,47.5,19,40,47.5,10,21,47.6,12,17,70.6,14,29,43,17,17,13,4,5,80,1
12790,298153,347_12_12,PUERTO RICO,0,TOTALS,PUERTO RICO,200,38,71,53.5,26,40,65.0,12,31,38.7,19,25,76.0,13,31,44,26,11,16,12,1,107,0
12791,298166,347_12_12,NICARAGUA,0,TOTALS,NICARAGUA,200,27,63,42.9,21,40,52.5,6,23,26.1,7,14,50.0,8,24,32,9,19,16,8,0,67,1
12792,298179,347_12_13,NICARAGUA,0,TOTALS,NICARAGUA,200,22,71,31.0,18,52,34.6,4,19,21.1,12,16,75.0,18,21,39,10,27,17,7,7,60,0
12793,298191,347_12_13,PANAMA,0,TOTALS,PANAMA,200,32,65,49.2,25,47,53.2,7,18,38.9,22,33,66.7,14,32,46,12,14,13,8,5,93,1
12794,298204,347_12_14,MEXICO,0,TOTALS,MEXICO,200,30,68,44.1,22,41,53.7,8,27,29.6,6,17,35.3,16,24,40,19,26,14,10,4,74,0
12795,298217,347_12_14,JAMAICA,0,TOTALS,JAMAICA,200,25,61,41.0,20,41,48.8,5,20,25.0,21,28,75.0,12,27,39,15,18,19,5,5,76,1
12796,298230,347_12_15,DOMINICAN REPUBLIC,0,TOTALS,DOMINICAN REPUBLIC,200,26,57,45.6,24,46,52.2,2,11,18.2,15,17,88.2,9,37,46,18,15,18,8,7,69,1
12797,298243,347_12_15,COSTA RICA,0,TOTALS,COSTA RICA,200,21,67,31.3,18,62,29.0,3,5,60.0,6,8,75.0,10,22,32,13,16,14,11,5,51,0
12798,298256,347_12_16,CUBA,0,TOTALS,CUBA,200,26,69,37.7,22,47,46.8,4,22,18.2,5,12,41.7,12,27,39,18,17,14,5,3,61,0
12799,298269,347_12_16,PUERTO RICO,0,TOTALS,PUERTO RICO,200,39,74,52.7,33,54,61.1,6,20,30.0,11,19,57.9,14,34,48,26,11,8,10,6,95,1
12800,298282,347_12_17,BAHAMAS,0,TOTALS,BAHAMAS,200,46,99,46.5,40,76,52.6,6,23,26.1,18,25,72.0,17,31,48,15,18,10,20,3,116,0
12801,298295,347_12_17,NICARAGUA,0,TOTALS,NICARAGUA,200,23,58,39.7,18,42,42.9,5,16,31.2,11,25,44.0,9,38,47,13,21,29,9,4,62,1
12802,298307,347_12_18,PANAMA,0,TOTALS,PANAMA,200,36,60,60.0,31,52,59.6,5,8,62.5,17,21,81.0,11,28,39,5,21,17,7,1,94,1
12803,298320,347_12_18,CUBA,0,TOTALS,CUBA,200,23,54,42.6,18,43,41.9,5,11,45.5,15,22,68.2,6,14,20,9,20,13,9,1,66,0
12804,298333,347_12_19,COSTA RICA,0,TOTALS,COSTA RICA,200,22,52,42.3,20,44,45.5,2,8,25.0,16,25,64.0,12,27,39,14,27,33,11,1,62,0
12805,298346,347_12_19,MEXICO,0,TOTALS,MEXICO,200,33,64,51.6,27,40,67.5,6,24,25.0,17,21,81.0,6,22,28,15,22,21,16,3,89,1
12806,298359,347_12_20,VIRGIN ISLANDS,0,TOTALS,VIRGIN ISLANDS,200,27,63,42.9,24,50,48.0,3,13,23.1,16,19,84.2,10,31,41,10,19,15,2,3,73,0
12807,298372,347_12_20,DOMINICAN REPUBLIC,0,TOTALS,DOMINICAN REPUBLIC,200,29,74,39.2,23,53,43.4,6,21,28.6,14,18,77.8,18,26,44,17,20,9,7,4,78,1
12808,298385,347_12_21,DOMINICAN REPUBLIC,0,TOTALS,DOMINICAN REPUBLIC,200,28,62,45.2,19,43,44.2,9,19,47.4,14,21,66.7,14,28,42,14,14,9,2,2,79,1
12809,298397,347_12_21,PANAMA,0,TOTALS,PANAMA,200,23,58,39.7,20,44,45.5,3,14,21.4,13,16,81.2,10,25,35,4,17,9,4,2,62,0
12810,298410,347_12_22,PUERTO RICO,0,TOTALS,PUERTO RICO,200,40,80,50.0,30,57,52.6,10,23,43.5,13,22,59.1,21,22,43,26,23,6,4,0,103,0
12811,298423,347_12_22,JAMAICA,0,TOTALS,JAMAICA,200,30,62,48.4,24,48,50.0,6,14,42.9,23,29,79.3,10,25,35,7,22,9,4,1,89,1
12812,298435,347_12_23,PANAMA,0,TOTALS,PANAMA,200,22,70,31.4,17,52,32.7,5,18,27.8,5,7,71.4,12,23,35,9,17,12,3,2,54,0
12813,298448,347_12_23,JAMAICA,0,TOTALS,JAMAICA,200,29,62,46.8,25,45,55.6,4,17,23.5,16,20,80.0,12,38,50,18,12,10,7,5,78,1
12814,298461,347_12_24,DOMINICAN REPUBLIC,0,TOTALS,DOMINICAN REPUBLIC,200,23,57,40.4,16,36,44.4,7,21,33.3,27,35,77.1,8,33,41,7,15,12,5,5,80,1
12815,298474,347_12_24,PUERTO RICO,0,TOTALS,PUERTO RICO,200,28,73,38.4,24,55,43.6,4,18,22.2,12,16,75.0,13,27,40,13,26,9,3,3,72,0
12816,298955,349_12_01,USA,0,TOTALS,USA,200,35,59,59.3,32,48,66.7,3,11,27.3,32,56,57.1,17,47,64,26,20,21,5,5,105,0
12817,298968,349_12_01,VIRGIN ISLANDS,0,TOTALS,VIRGIN ISLANDS,200,11,71,15.5,7,39,17.9,4,32,12.5,16,24,66.7,14,16,30,7,38,16,10,3,42,1
12818,298981,349_12_02,CANADA,0,TOTALS,CANADA,200,31,76,40.8,28,57,49.1,3,19,15.8,12,23,52.2,19,44,63,18,24,20,7,3,77,1
12819,298994,349_12_02,PUERTO RICO,0,TOTALS,PUERTO RICO,200,16,69,23.2,11,42,26.2,5,27,18.5,14,22,63.6,9,26,35,10,21,14,10,1,51,0
12820,299007,349_12_03,BRAZIL,0,TOTALS,BRAZIL,200,26,73,35.6,21,50,42.0,5,23,21.7,22,28,78.6,26,34,60,8,17,17,4,2,79,1
12821,299020,349_12_03,MEXICO,0,TOTALS,MEXICO,200,23,61,37.7,18,38,47.4,5,23,21.7,18,25,72.0,6,22,28,6,22,10,9,0,69,0
12822,299033,349_12_04,ARGENTINA,0,TOTALS,ARGENTINA,200,31,73,42.5,28,58,48.3,3,15,20.0,15,21,71.4,18,30,48,19,16,18,19,2,80,1
12823,299046,349_12_04,COLOMBIA,0,TOTALS,COLOMBIA,200,19,56,33.9,18,47,38.3,1,9,11.1,6,18,33.3,15,24,39,5,20,31,8,8,45,0
12824,299059,349_12_05,MEXICO,0,TOTALS,MEXICO,200,21,63,33.3,19,46,41.3,2,17,11.8,15,32,46.9,13,25,38,10,24,25,5,2,59,1
12825,299072,349_12_05,USA,0,TOTALS,USA,200,43,80,53.8,39,57,68.4,4,23,17.4,20,37,54.1,14,36,50,20,23,17,12,3,110,0
12826,299085,349_12_06,PUERTO RICO,0,TOTALS,PUERTO RICO,200,24,65,36.9,18,41,43.9,6,24,25.0,11,25,44.0,13,23,36,11,23,16,11,2,65,0
12827,299098,349_12_06,ARGENTINA,0,TOTALS,ARGENTINA,200,28,57,49.1,25,41,61.0,3,16,18.8,17,29,58.6,9,30,39,19,24,20,8,6,76,1
12828,299111,349_12_07,VIRGIN ISLANDS,0,TOTALS,VIRGIN ISLANDS,200,24,66,36.4,18,43,41.9,6,23,26.1,11,19,57.9,19,14,33,7,17,13,10,3,65,0
12829,299124,349_12_07,BRAZIL,0,TOTALS,BRAZIL,200,29,60,48.3,18,39,46.2,11,21,52.4,15,21,71.4,17,24,41,20,16,19,4,5,84,1
12830,299137,349_12_08,COLOMBIA,0,TOTALS,COLOMBIA,200,27,70,38.6,24,53,45.3,3,17,17.6,10,22,45.5,13,27,40,12,23,21,7,8,67,0
12831,299150,349_12_08,CANADA,0,TOTALS,CANADA,200,35,80,43.8,31,64,48.4,4,16,25.0,24,34,70.6,21,38,59,17,20,12,12,4,98,1
12832,299163,349_12_09,VIRGIN ISLANDS,0,TOTALS,VIRGIN ISLANDS,200,22,70,31.4,19,52,36.5,3,18,16.7,34,49,69.4,17,34,51,8,24,14,9,2,81,1
12833,299176,349_12_09,MEXICO,0,TOTALS,MEXICO,200,28,67,41.8,24,53,45.3,4,14,28.6,19,36,52.8,13,33,46,9,31,19,8,5,79,0
12834,299189,349_12_10,CANADA,0,TOTALS,CANADA,200,27,64,42.2,20,41,48.8,7,23,30.4,14,22,63.6,11,26,37,8,20,6,2,3,75,1
12835,299202,349_12_10,ARGENTINA,0,TOTALS,ARGENTINA,200,25,61,41.0,19,42,45.2,6,19,31.6,12,14,85.7,8,26,34,14,20,11,3,0,68,0
12836,299215,349_12_11,BRAZIL,0,TOTALS,BRAZIL,200,25,72,34.7,21,53,39.6,4,19,21.1,10,17,58.8,20,19,39,15,21,16,5,3,64,0
12837,299228,349_12_11,USA,0,TOTALS,USA,200,33,66,50.0,28,48,58.3,5,18,27.8,12,21,57.1,13,30,43,15,19,13,9,5,83,1
12838,299241,349_12_12,COLOMBIA,0,TOTALS,COLOMBIA,200,27,74,36.5,25,57,43.9,2,17,11.8,16,29,55.2,28,30,58,11,16,13,5,6,72,1
12839,299254,349_12_12,PUERTO RICO,0,TOTALS,PUERTO RICO,200,24,65,36.9,19,43,44.2,5,22,22.7,12,19,63.2,14,23,37,12,21,10,8,2,65,0
12840,299267,349_12_13,VIRGIN ISLANDS,0,TOTALS,VIRGIN ISLANDS,200,26,71,36.6,21,57,36.8,5,14,35.7,11,19,57.9,17,21,38,15,18,10,13,6,68,0
12841,299280,349_12_13,PUERTO RICO,0,TOTALS,PUERTO RICO,200,24,64,37.5,17,42,40.5,7,22,31.8,16,21,76.2,16,30,46,18,16,18,4,7,71,1
12842,299293,349_12_14,COLOMBIA,0,TOTALS,COLOMBIA,200,29,74,39.2,23,51,45.1,6,23,26.1,18,31,58.1,20,29,49,17,17,12,6,4,82,0
12843,299306,349_12_14,MEXICO,0,TOTALS,MEXICO,200,32,69,46.4,28,56,50.0,4,13,30.8,17,24,70.8,14,30,44,5,18,16,6,1,85,1
12844,299319,349_12_15,USA,0,TOTALS,USA,200,40,73,54.8,35,55,63.6,5,18,27.8,22,33,66.7,17,27,44,17,17,12,12,3,107,0
12845,299332,349_12_15,ARGENTINA,0,TOTALS,ARGENTINA,200,28,60,46.7,25,45,55.6,3,15,20.0,13,20,65.0,7,20,27,17,28,20,4,0,72,1
12846,299345,349_12_16,CANADA,0,TOTALS,CANADA,200,20,63,31.7,10,34,29.4,10,29,34.5,12,15,80.0,12,32,44,6,19,14,7,6,62,0
12847,299358,349_12_16,BRAZIL,0,TOTALS,BRAZIL,200,23,63,36.5,16,42,38.1,7,21,33.3,13,17,76.5,10,31,41,10,14,11,7,2,66,1
12848,299371,349_12_17,VIRGIN ISLANDS,0,TOTALS,VIRGIN ISLANDS,200,26,69,37.7,21,52,40.4,5,17,29.4,20,29,69.0,16,30,46,18,23,19,13,10,77,1
12849,299384,349_12_17,COLOMBIA,0,TOTALS,COLOMBIA,200,18,59,30.5,17,42,40.5,1,17,5.9,15,29,51.7,20,26,46,6,25,26,6,6,52,0
12850,299397,349_12_18,PUERTO RICO,0,TOTALS,PUERTO RICO,200,30,77,39.0,26,45,57.8,4,32,12.5,9,20,45.0,12,28,40,18,31,11,8,3,73,0
12851,299410,349_12_18,MEXICO,0,TOTALS,MEXICO,200,22,61,36.1,20,49,40.8,2,12,16.7,29,40,72.5,16,34,50,5,16,19,4,0,75,1
12852,299423,349_12_19,ARGENTINA,0,TOTALS,ARGENTINA,200,25,60,41.7,22,45,48.9,3,15,20.0,13,24,54.2,11,26,37,12,25,17,8,1,66,0
12853,299436,349_12_19,CANADA,0,TOTALS,CANADA,200,25,62,40.3,19,46,41.3,6,16,37.5,12,24,50.0,16,29,45,12,22,17,7,4,68,1
12854,299449,349_12_20,USA,0,TOTALS,USA,200,30,69,43.5,26,57,45.6,4,12,33.3,17,27,63.0,21,23,44,9,20,18,18,3,81,1
12855,299462,349_12_20,BRAZIL,0,TOTALS,BRAZIL,200,19,51,37.3,13,36,36.1,6,15,40.0,12,27,44.4,14,24,38,9,27,26,4,7,56,0
12856,299954,351_12_01,VENEZUELA,0,TOTALS,VENEZUELA,200,32,71,45.1,28,62,45.2,4,9,44.4,23,39,59.0,19,32,51,11,17,22,20,3,91,1
12857,299967,351_12_01,PARAGUAY,0,TOTALS,PARAGUAY,200,22,72,30.6,19,43,44.2,3,29,10.3,9,14,64.3,12,25,37,6,26,30,14,2,56,0
12858,299979,351_12_02,CHILE,0,TOTALS,CHILE,200,9,51,17.6,7,25,28.0,2,26,7.7,5,15,33.3,4,17,21,5,16,14,12,3,25,0
12859,299992,351_12_02,ARGENTINA,0,TOTALS,ARGENTINA,200,29,67,43.3,29,60,48.3,0,7,0.0,13,26,50.0,25,44,69,18,17,23,9,7,71,1
12860,300005,351_12_03,BRAZIL,0,TOTALS,BRAZIL,225,35,87,40.2,29,68,42.6,6,19,31.6,13,28,46.4,31,31,62,11,22,34,15,4,89,1
12861,300015,351_12_03,COLOMBIA,0,TOTALS,COLOMBIA,225,30,73,41.1,27,62,43.5,3,11,27.3,22,30,73.3,13,24,37,11,22,29,23,1,85,0
12862,300028,351_12_04,URUGUAY,0,TOTALS,URUGUAY,200,22,84,26.2,18,63,28.6,4,21,19.0,13,22,59.1,31,28,59,12,12,14,10,3,61,1
12863,300041,351_12_04,PERU,0,TOTALS,PERU,200,12,52,23.1,11,43,25.6,1,9,11.1,8,16,50.0,9,27,36,10,17,22,7,4,33,0
12864,300053,351_12_05,VENEZUELA,0,TOTALS,VENEZUELA,200,23,71,32.4,22,59,37.3,1,12,8.3,15,28,53.6,16,29,45,9,26,14,11,2,62,0
12865,300063,351_12_05,CHILE,0,TOTALS,CHILE,200,25,56,44.6,17,28,60.7,8,28,28.6,7,24,29.2,12,38,50,14,27,23,8,5,65,1
12866,300074,351_12_06,ARGENTINA,0,TOTALS,ARGENTINA,200,39,62,62.9,36,52,69.2,3,10,30.0,15,33,45.5,17,37,54,27,14,26,17,2,96,1
12867,300087,351_12_06,PARAGUAY,0,TOTALS,PARAGUAY,200,11,53,20.8,10,32,31.2,1,21,4.8,6,15,40.0,7,14,21,2,25,32,18,3,29,0
12868,300100,351_12_07,BRAZIL,0,TOTALS,BRAZIL,200,28,83,33.7,24,65,36.9,4,18,22.2,4,11,36.4,30,35,65,14,10,18,14,1,64,1
12869,300113,351_12_07,PERU,0,TOTALS,PERU,200,9,53,17.0,7,32,21.9,2,21,9.5,2,7,28.6,5,24,29,2,7,19,9,3,22,0
12870,300126,351_12_08,URUGUAY,0,TOTALS,URUGUAY,200,27,69,39.1,20,44,45.5,7,25,28.0,17,26,65.4,21,30,51,20,14,12,8,5,78,1
12871,300136,351_12_08,COLOMBIA,0,TOTALS,COLOMBIA,200,22,64,34.4,18,45,40.0,4,19,21.1,5,14,35.7,15,22,37,11,17,15,7,3,53,0
12872,300146,351_12_09,CHILE,0,TOTALS,CHILE,200,26,52,50.0,23,38,60.5,3,14,21.4,7,16,43.8,9,26,35,19,12,20,0,0,62,1
12873,300156,351_12_09,PARAGUAY,0,TOTALS,PARAGUAY,200,20,57,35.1,15,29,51.7,5,28,17.9,8,11,72.7,9,18,27,12,20,18,0,4,53,0
12874,300168,351_12_10,ARGENTINA,0,TOTALS,ARGENTINA,200,27,66,40.9,24,53,45.3,3,13,23.1,17,28,60.7,19,37,56,10,25,19,3,2,74,1
12875,300181,351_12_10,VENEZUELA,0,TOTALS,VENEZUELA,200,17,53,32.1,15,40,37.5,2,13,15.4,9,32,28.1,7,22,29,8,22,17,6,5,45,0
12876,300193,351_12_11,PERU,0,TOTALS,PERU,200,14,79,17.7,8,42,19.0,6,37,16.2,5,8,62.5,14,23,37,10,15,14,11,6,39,0
12877,300205,351_12_11,COLOMBIA,0,TOTALS,COLOMBIA,200,26,66,39.4,20,52,38.5,6,14,42.9,4,14,28.6,17,41,58,21,10,27,5,9,62,1
12878,300215,351_12_12,URUGUAY,0,TOTALS,URUGUAY,200,18,57,31.6,14,35,40.0,4,22,18.2,27,40,67.5,14,30,44,12,16,13,13,6,67,1
12879,300226,351_12_12,BRAZIL,0,TOTALS,BRAZIL,200,20,64,31.2,19,56,33.9,1,8,12.5,5,14,35.7,12,27,39,5,28,20,7,5,46,0
12880,300238,351_12_13,COLOMBIA,0,TOTALS,COLOMBIA,200,30,59,50.8,28,49,57.1,2,10,20.0,16,29,55.2,15,30,45,11,17,23,11,2,78,1
12881,300251,351_12_13,PARAGUAY,0,TOTALS,PARAGUAY,200,20,64,31.2,7,28,25.0,13,36,36.1,7,14,50.0,13,13,26,9,22,20,13,5,60,0
12882,300264,351_12_14,VENEZUELA,0,TOTALS,VENEZUELA,200,31,77,40.3,21,50,42.0,10,27,37.0,8,16,50.0,18,28,46,22,15,18,21,6,80,1
12883,300277,351_12_14,PERU,0,TOTALS,PERU,200,18,60,30.0,16,47,34.0,2,13,15.4,7,12,58.3,15,27,42,12,16,35,11,2,45,0
12884,300289,351_12_15,PARAGUAY,0,TOTALS,PARAGUAY,200,22,70,31.4,19,45,42.2,3,25,12.0,10,20,50.0,15,23,38,17,24,17,23,5,57,1
12885,300301,351_12_15,PERU,0,TOTALS,PERU,200,17,60,28.3,16,45,35.6,1,15,6.7,14,30,46.7,22,37,59,15,17,30,5,0,49,0
12886,300310,351_12_16,COLOMBIA,0,TOTALS,COLOMBIA,200,25,63,39.7,23,53,43.4,2,10,20.0,9,15,60.0,12,35,47,4,21,21,5,11,61,0
12887,300321,351_12_16,VENEZUELA,0,TOTALS,VENEZUELA,200,24,78,30.8,21,61,34.4,3,17,17.6,15,29,51.7,21,22,43,8,11,11,9,7,66,1
12888,300333,351_12_17,ARGENTINA,0,TOTALS,ARGENTINA,200,32,78,41.0,27,60,45.0,5,18,27.8,4,13,30.8,22,26,48,20,12,17,24,4,73,1
12889,300346,351_12_17,BRAZIL,0,TOTALS,BRAZIL,200,13,52,25.0,12,44,27.3,1,8,12.5,3,4,75.0,10,24,34,7,20,32,8,3,30,0
12890,300359,351_12_18,URUGUAY,0,TOTALS,URUGUAY,200,23,67,34.3,20,51,39.2,3,16,18.8,12,16,75.0,16,24,40,10,18,8,14,2,61,1
12891,300372,351_12_18,CHILE,0,TOTALS,CHILE,200,11,38,28.9,8,25,32.0,3,13,23.1,10,22,45.5,6,28,34,7,11,20,5,6,35,0
12892,300382,351_12_19,CHILE,0,TOTALS,CHILE,200,20,49,40.8,10,22,45.5,10,27,37.0,14,29,48.3,12,26,38,10,16,15,6,4,64,1
12893,300392,351_12_19,BRAZIL,0,TOTALS,BRAZIL,200,24,70,34.3,22,63,34.9,2,7,28.6,11,19,57.9,22,22,44,14,27,13,9,2,61,0
12894,300403,351_12_20,URUGUAY,0,TOTALS,URUGUAY,200,13,49,26.5,10,36,27.8,3,13,23.1,15,26,57.7,8,27,35,11,14,15,5,6,44,0
12895,300415,351_12_20,ARGENTINA,0,TOTALS,ARGENTINA,200,26,67,38.8,21,48,43.8,5,19,26.3,6,12,50.0,13,29,42,17,19,7,7,6,63,1
12896,300799,353_12_01,COSTA RICA,0,TOTALS,COSTA RICA,200,14,62,22.6,13,55,23.6,1,7,14.3,6,20,30.0,22,21,43,6,23,35,26,6,35,0
12897,300811,353_12_01,GUATEMALA,0,TOTALS,GUATEMALA,200,23,63,36.5,21,53,39.6,2,10,20.0,10,28,35.7,14,28,42,15,20,34,17,3,58,1
12898,300824,353_12_02,PUERTO RICO,0,TOTALS,PUERTO RICO,200,45,91,49.5,42,77,54.5,3,14,21.4,10,20,50.0,29,33,62,20,10,24,17,10,103,0
12899,300834,353_12_02,BARBADOS,0,TOTALS,BARBADOS,200,11,61,18.0,10,42,23.8,1,19,5.3,10,18,55.6,6,13,19,3,18,25,11,3,33,1
12900,300847,353_12_03,CAYMAN ISLANDS,0,TOTALS,CAYMAN ISLANDS,200,9,34,26.5,6,23,26.1,3,11,27.3,6,12,50.0,8,22,30,2,22,63,7,2,27,1
12901,300860,353_12_03,MEXICO,0,TOTALS,MEXICO,200,54,97,55.7,50,86,58.1,4,11,36.4,15,36,41.7,23,17,40,21,14,16,50,2,127,0
12902,300867,353_12_04,EL SALVADOR,0,TOTALS,EL SALVADOR,200,17,62,27.4,14,54,25.9,3,8,37.5,26,48,54.2,9,22,31,3,13,24,11,6,63,0
12903,300880,353_12_04,BAHAMAS,0,TOTALS,BAHAMAS,200,32,93,34.4,27,72,37.5,5,21,23.8,4,15,26.7,33,26,59,7,34,27,18,9,73,1
12904,300891,353_12_05,BARBADOS,0,TOTALS,BARBADOS,200,18,74,24.3,13,53,24.5,5,21,23.8,10,22,45.5,14,28,42,7,25,42,4,6,51,0
12905,300904,353_12_05,COSTA RICA,0,TOTALS,COSTA RICA,200,30,81,37.0,28,71,39.4,2,10,20.0,17,32,53.1,20,36,56,16,19,30,18,2,79,1
12906,300916,353_12_06,GUATEMALA,0,TOTALS,GUATEMALA,200,9,53,17.0,8,45,17.8,1,8,12.5,7,19,36.8,6,30,36,3,19,32,12,1,26,0
12907,300928,353_12_06,PUERTO RICO,0,TOTALS,PUERTO RICO,200,31,85,36.5,28,73,38.4,3,12,25.0,7,19,36.8,21,32,53,17,18,27,16,9,72,1
12908,300941,353_12_07,CAYMAN ISLANDS,0,TOTALS,CAYMAN ISLANDS,200,7,51,13.7,7,45,15.6,0,6,0.0,4,11,36.4,7,23,30,3,23,49,7,4,18,1
12909,300954,353_12_07,EL SALVADOR,0,TOTALS,EL SALVADOR,200,46,115,40.0,46,110,41.8,0,5,0.0,16,31,51.6,41,33,74,16,16,21,35,4,108,0
12910,300965,353_12_08,MEXICO,0,TOTALS,MEXICO,200,28,67,41.8,25,55,45.5,3,12,25.0,15,28,53.6,12,23,35,8,10,25,19,5,74,1
12911,300977,353_12_08,BAHAMAS,0,TOTALS,BAHAMAS,200,29,73,39.7,26,55,47.3,3,18,16.7,5,12,41.7,18,23,41,9,25,36,7,4,66,0
12912,300988,353_12_09,COSTA RICA,0,TOTALS,COSTA RICA,200,14,63,22.2,14,57,24.6,0,6,0.0,8,19,42.1,5,24,29,10,18,31,10,5,36,0
12913,301001,353_12_09,PUERTO RICO,0,TOTALS,PUERTO RICO,200,36,78,46.2,35,69,50.7,1,9,11.1,13,22,59.1,18,37,55,25,12,24,9,8,86,1
12914,301012,353_12_10,BARBADOS,0,TOTALS,BARBADOS,200,21,73,28.8,19,60,31.7,2,13,15.4,11,25,44.0,19,28,47,8,15,21,3,0,55,0
12915,301024,353_12_10,GUATEMALA,0,TOTALS,GUATEMALA,200,39,82,47.6,35,69,50.7,4,13,30.8,6,16,37.5,21,32,53,22,22,13,12,1,88,1
12916,301037,353_12_11,BAHAMAS,0,TOTALS,BAHAMAS,200,49,104,47.1,48,91,52.7,1,13,7.7,6,18,33.3,39,29,68,30,18,18,22,1,105,0
12917,301050,353_12_11,CAYMAN ISLANDS,0,TOTALS,CAYMAN ISLANDS,200,10,44,22.7,6,31,19.4,4,13,30.8,12,19,63.2,3,12,15,8,16,33,3,2,36,1
12918,301061,353_12_12,EL SALVADOR,0,TOTALS,EL SALVADOR,200,23,67,34.3,23,60,38.3,0,7,0.0,8,22,36.4,18,23,41,13,17,33,8,2,54,0
12919,301074,353_12_12,MEXICO,0,TOTALS,MEXICO,200,31,92,33.7,27,78,34.6,4,14,28.6,10,18,55.6,27,25,52,14,22,24,15,4,76,1
12920,301087,353_12_13,COSTA RICA,0,TOTALS,COSTA RICA,200,30,88,34.1,29,80,36.2,1,8,12.5,12,22,54.5,25,23,48,19,17,16,26,8,73,1
12921,301100,353_12_13,CAYMAN ISLANDS,0,TOTALS,CAYMAN ISLANDS,200,8,52,15.4,6,42,14.3,2,10,20.0,3,16,18.8,16,31,47,3,17,42,9,3,21,0
12922,301113,353_12_14,EL SALVADOR,0,TOTALS,EL SALVADOR,200,38,94,40.4,36,88,40.9,2,6,33.3,8,23,34.8,23,42,65,23,24,23,16,9,86,1
12923,301123,353_12_14,BARBADOS,0,TOTALS,BARBADOS,200,18,87,20.7,15,70,21.4,3,17,17.6,13,30,43.3,23,33,56,6,19,24,14,5,52,0
12924,301136,353_12_15,MEXICO,0,TOTALS,MEXICO,200,30,74,40.5,27,65,41.5,3,9,33.3,12,30,40.0,18,23,41,16,17,25,26,7,75,1
12925,301149,353_12_15,GUATEMALA,0,TOTALS,GUATEMALA,200,18,55,32.7,16,44,36.4,2,11,18.2,10,16,62.5,8,23,31,13,22,44,13,3,48,0
12926,301162,353_12_16,PUERTO RICO,0,TOTALS,PUERTO RICO,200,30,67,44.8,21,43,48.8,9,24,37.5,9,18,50.0,10,20,30,21,7,10,8,7,78,1
12927,301175,353_12_16,BAHAMAS,0,TOTALS,BAHAMAS,200,24,65,36.9,20,48,41.7,4,17,23.5,3,8,37.5,12,26,38,11,19,21,7,2,55,0
12928,301186,353_12_17,CAYMAN ISLANDS,0,TOTALS,CAYMAN ISLANDS,200,21,88,23.9,20,79,25.3,1,9,11.1,6,16,37.5,25,34,59,7,21,25,9,6,49,0
